Tweets,Sentiment,Word_count,Stop_word_count,Char_count,Punctuation_count,Mention_count,Hashtag_count,Avrg_word_len
heartofdreams i know girl it does get addicting i even get into it when she hahahave fun,1,18,9,109,10,1,0,4.944444444444445
another overcast cloudy rainy day,0,5,0,37,3,0,0,6.4
krystinlow haha i love it ice cream is ice cream gfc or not huh,1,14,3,70,6,1,0,4.0
were having trouble connecting on tiger for leaguekeep getting booted,0,11,2,84,6,1,0,6.636363636363637
listening to oh yeah cartoons ahahaha i just had to say that last part,1,17,7,100,14,0,0,4.882352941176471
andysc i dont suppose it can stay there though,1,9,2,51,4,1,0,4.666666666666667
robocallaghan hah who needs a d eh someone mustve made an iphone one somewhere,1,14,7,84,3,1,0,4.928571428571429
got to lose in the gona flash my pants when i can can got dolly in my head je suis dolly,1,26,9,121,2,0,0,3.6538461538461537
emperornorton lol not the kind of suck i meant,1,9,4,54,7,1,0,5.0
philhellmuth breathe deep and make it happen,1,7,3,50,5,1,0,6.142857142857143
playing with baby a and on the bed really love this,1,12,6,56,0,0,0,3.6666666666666665
nicksantino he puts on an amazing show almost as good as yours,1,12,7,65,2,1,0,4.416666666666667
ugh what a day not coolcouldnt find my groove gtgtykyltlt,0,11,4,75,16,0,0,5.818181818181818
morning tweeters a lovely sunny day here how lucky are we,1,11,3,60,2,0,0,4.454545454545454
off to a doctors appointment across town,0,7,3,45,4,0,0,5.428571428571429
is having cinnamon toast and hot teayummy httpbitlyhotm,1,8,2,68,11,0,0,7.5
mongs hey i was up all day worked the off at then went to work tell now im back at work,0,24,12,108,2,1,0,3.5
snuggled in on the couch with i got a player so im finally watching season of true blood wallybertone sent me xox,1,25,8,131,4,1,0,4.2
nomnomnom silly silly parents,1,5,0,40,3,0,0,7.0
im feeling very sad and lonely right now i miss my hubby,0,12,4,61,1,0,0,3.8333333333333335
martinsurveyor in the sales i know that feeling,0,9,4,56,2,1,0,5.222222222222222
is in saturday school right now,0,6,2,32,0,0,0,4.333333333333333
aidandisney,1,1,0,13,1,1,0,12.0
tribell oohhh maybe he could get by the ghost of an ancient kid or something hey weirder things have happened hehehe,1,22,9,134,6,1,0,5.090909090909091
be seeing you ive been in love with m so badly bye,0,13,4,65,4,0,0,4.0
nadal champion for garros just lost to soderling undefeated for around matches in french open lost,0,19,6,123,4,0,0,5.473684210526316
juiceegapeach oh yeah yeah yeah its my jam i love it,1,11,2,58,5,1,0,4.2727272727272725
awake wanna going sleep again or working actually i wanna have night pray but its not possible now,0,18,7,104,5,0,0,4.777777777777778
julioangelortiz you didnt drop him when he died,1,8,3,51,3,1,0,5.375
edworksacademy thank you rhonda twitter hugs right back at you,1,10,3,68,5,1,0,5.8
whats with the lack of male dancers in manchester is flooded with them but we cant get a single one,0,21,12,109,1,0,0,4.190476190476191
luishandshake awhh thats so cute congrats,1,6,1,44,2,1,0,6.333333333333333
my mama and daddy aint never on time the picnic started at its lmao i dont forsee us leaving until smdh,0,24,6,130,11,0,0,4.416666666666667
splateric i sense your,0,5,2,39,1,1,0,6.8
kgarvich sorry sweetie,0,3,0,24,1,1,0,7.0
lets smoke a puros indios pyramid lookin thing to see if it takes away my gar,1,17,6,85,0,0,0,4.0
is all cozy eating fruit an ready to watch,1,11,4,65,0,0,0,4.909090909090909
full of cold not a happy bunny,0,7,3,33,2,0,0,3.7142857142857144
the rubbish weather is bringing me down,0,7,4,40,0,0,0,4.714285714285714
mamachell coolbed rock n pillow jam slp well hun,1,10,1,60,8,1,0,5.0
i miss jonaslove i miss her series i miss talking to her even though i just did i miss her come backsooon,0,23,6,130,11,1,0,4.478260869565218
is feeling ill today,0,4,1,21,0,0,0,4.25
black people lets do betterits never that seriousa bottle to the headcome on manshit was like a movie,0,18,8,111,9,0,0,5.166666666666667
nisanne thank you so much im glad you my,1,11,5,61,2,1,0,4.545454545454546
off to go home now was still at the office see you later today xx,0,16,8,68,1,0,0,3.25
okay goodnight for real,1,4,1,27,3,0,0,5.75
woops late leaving for work i only have time left for one thing so which is it food or shower twitter it isor maybe a shower now,1,27,11,138,9,0,0,4.111111111111111
annematthews shame on you cousin it seems like youre not supposed to spend your holiday in,1,17,7,105,4,1,0,5.176470588235294
working till,0,3,0,15,0,0,0,4.0
im on my most dramatic moment neveeer thought its possible,0,10,3,62,3,0,0,5.2
i just became a fan of rabat on facebook i dunno why this me prob cuz i miss it and am at anything rabatlike,1,26,15,133,7,0,0,4.115384615384615
but of course dia,0,5,2,27,2,0,0,4.4
cuz is going swimming,0,5,1,34,4,0,0,5.8
if you ever wonder why i dont post particularly quotcutequot pics its bc im not looking for a man over twitter lol theyre just for fun,1,26,11,146,11,0,0,4.615384615384615
dannykurily omg best show i havent seen that since i was a kid,0,13,4,67,3,1,0,4.076923076923077
allisonoconnor thank you your photos on always have such a warmth life to them,1,16,7,94,6,1,0,4.875
so im totally lagging but thank you so much to everyone that wished me a happy birthday lt one more day im back in ny,1,26,12,132,9,0,0,4.076923076923077
moe thanks pa,1,3,0,19,2,1,0,5.333333333333333
out of seo sites i ran reports on today failed you cant call yourselves seos httpwwwurivaletcom write article use names,1,22,5,136,11,0,0,5.181818181818182
chickswknives excellent isnt that funny to you my calling you thatjust me then sorry,0,15,5,96,10,1,0,5.4
im designing graphics for my own website,1,7,3,43,2,0,0,5.142857142857143
showering,1,1,0,12,2,0,0,11.0
curled up in bed bein cozy,1,6,2,28,1,0,0,3.6666666666666665
i dunno what can i do,0,6,5,22,0,0,0,2.6666666666666665
falling asleep yay ill get to sleep tonight,1,8,2,51,7,0,0,5.375
booyahmicki you can say that again,1,6,3,37,2,1,0,5.166666666666667
pretty sure i cry about everything benjamin button so boring yet i cant help myself is so gorgy always,0,22,7,126,9,0,0,4.7272727272727275
noisetracker ive got my pics ready i still do not have my brothers some of my pics did not come out good though,0,23,13,116,4,1,0,4.043478260869565
traceysargent oh yes i agree to that,1,7,2,38,1,1,0,4.428571428571429
lornidido haha why do they all do that i used to carry on playing even once the kids had finished,1,20,12,101,3,1,0,4.05
q do you get a prize a i dont know im a scientist not a redneck god bless ncsi writers,1,20,6,96,8,0,0,3.75
bassyc yeah i know little bit not much this work keeps me busy all the time,0,16,6,80,4,1,0,4.0
vote for mileycyrus for the mtv awards tonight theres still timeeee hurryyyyyyyyyyy,1,12,0,90,6,1,0,6.5
squishynoms you did not get so thankfully my life is woop,1,13,7,72,1,1,0,4.538461538461538
goodnight tworld im drifting off into the twittersphere aswezz zzzzzzzzzzzzzzzzzzzzzzzzzzz sweet dreams,1,12,2,117,13,0,0,8.75
home my arm on my bike,0,7,3,32,1,0,0,3.5714285714285716
noxhanti lol gt dont mention it my pleasure,1,8,1,53,9,1,0,5.625
srgntrose cordless phones are the best they come cheap as well,1,11,3,66,3,1,0,5.0
work sucks im sad del po lost,0,7,0,33,3,0,0,3.7142857142857144
wukaiyuan starting to get hot,0,6,2,34,2,1,0,4.5
how hot is it today time for a cold one,1,11,6,45,4,0,0,3.090909090909091
going to bed im dreading monday its almost here monday might make everything go to shit ugh anticipation,0,18,7,127,16,0,0,5.722222222222222
odarygh nodnod it really my mind as rydra says most folks this is designed to catch arent gonna be caught,0,21,7,123,7,1,0,4.761904761904762
paulcastain right on the only to that is that some li bugs have caused some messages to not successfully to recipients,0,23,11,138,3,1,0,5.0
kellidickinson nooo youre silly,1,4,0,34,2,1,0,7.5
cozylady or a xanax lol power going out midsong is probably stressful,1,12,4,75,5,1,0,5.25
came back from the beach,1,5,3,25,0,0,0,4.0
karkar yep yep ur was a bit much today still fun and interesting,1,16,5,85,7,1,0,4.3125
school workblah show on thursday at the swallow at the hollow in roswell ga at pm yay,1,17,7,101,10,0,0,4.823529411764706
hiyaaax no i wanna cry they told me no job no comp,0,12,4,54,2,1,0,3.5
feels like a tropical crush from juice,0,8,2,45,0,0,0,4.625
yesssss mtv movie awards tomorrow night,1,6,0,40,0,0,0,5.666666666666667
angicv i you mango because youre sweet but can be clumsy when the mango slips out of the hands,1,20,8,114,9,1,0,4.7
today was a bit of a distracting day many fedx and ups visits still no doomsday key editions,0,19,6,109,4,0,0,4.631578947368421
i know that this can be forward but she means well,1,12,7,61,3,0,0,4.083333333333333
saabmagalona even im having a hard time for my idols like you to reply im so lucky that some replies,1,20,1,104,3,1,0,4.2
achillesmama lol im chuckling on the hammock,1,7,2,48,3,1,0,5.857142857142857
lisamurray goodnight lisa,1,3,0,28,2,1,0,8.333333333333334
i feel so confused,0,4,2,19,0,0,0,3.75
kellymcfly happy mothers day x,1,5,0,33,2,1,0,5.6
up and about earlyhearing a baby downstairs again is a bit strange coffee needed then off to soundcheck,1,18,9,112,8,0,0,5.222222222222222
its the weekend and i miss her but im at work and just found out that i work on july this gay dude me into wrkin it wtf,0,30,0,131,1,0,0,3.3666666666666667
raindropsclub well welcome to twitter,1,6,1,43,1,1,0,6.166666666666667
melbgirl it means the same to us gocats,1,8,3,43,3,1,1,4.375
vienne do visit wwwfengshuitipscom for great everyday home living feng shui tips and guide,1,14,2,98,4,1,0,6.0
duffythegreat yeah with mat lol last minute but oh well im still going to ny,1,15,6,83,6,1,0,4.533333333333333
lost my purple,0,4,1,21,0,0,0,4.25
kakabel hi gwen lou is not so gd this morning the rollercoaster ride conts,0,14,4,81,5,1,0,4.714285714285714
brunetteexotica i didnt even see you last night,0,8,4,50,2,1,0,5.25
rise n shine,1,4,0,22,0,0,0,4.5
amiadrew yea i love vivi tho lol,0,7,0,38,5,1,0,4.428571428571429
back to work days of leave isnt enough,0,9,4,45,2,0,0,3.888888888888889
jodimullen ugh am jealous he doesnt think im cool enough,0,11,3,66,5,1,0,5.0
thomasgudgeon always happy to help will wait for application form later today,1,12,4,80,2,1,0,5.666666666666667
illblvndwevr lol my first concert was rd i never got see them back in the day,0,18,10,98,4,1,0,4.388888888888889
were all whores some of us just get paid hahaha chiodos,1,11,6,59,3,1,0,4.363636363636363
anamaria why in the world were you dying your hair by yourself i thought that was my job,1,18,10,95,4,1,0,4.277777777777778
jimwlamb you could visit and use my water hose but are not my approved watering days,0,18,8,100,4,1,0,4.5
chioma you use of someones name to direct a message at them and the other twitter games you will pick up as you go along,1,27,16,136,6,2,0,4.037037037037037
maroxas good day mr i have just registered for the coming election and i already bet my future to your hands morepower,1,24,9,138,3,1,0,4.708333333333333
im sooo tireditspm but i dont want to go to bed incase krissy comes on,0,15,4,85,10,0,0,4.666666666666667
first day off since i dont know when no meetings phone conferences emergencies,1,13,3,86,7,0,0,5.615384615384615
making a video of jonas brothers for youtube,1,8,3,45,0,0,0,4.625
home from shopping braces were today my mouths sore quotyou are safe in my heart and my heart will go on and onquotceline dion,0,25,11,145,8,0,0,4.8
had a long and awesome weekend now its time for that spanish oral exam ive been freaking out over for weeks,0,21,10,115,7,0,0,4.476190476190476
xdtamlyn btw i slap him for the video he posted on his blog hes not allowed to be in such a good mood w this hair,0,27,13,127,7,1,0,3.7037037037037037
claudiabliss lol you go girl,1,5,1,32,3,1,0,5.4
mmm homemade cheesecake yes i can bake,1,7,1,41,2,0,0,4.857142857142857
bed time again,1,3,1,15,0,0,0,4.0
speedyb how do you sync tho the iphone app wont my lol and it keeps crashing,0,18,5,96,3,1,0,4.333333333333333
blezinski just said i had the coolest hair,1,9,3,49,0,0,0,4.444444444444445
hisydneyxo i know but its okay i gave them to my mom yesterday so she could mail them from her work she will send them out tomorrow,0,27,16,137,5,1,0,4.074074074074074
thirdsectorlab i know he really was the trend any longer on the train and it would have been annoying,1,21,10,117,5,1,0,4.523809523809524
therealcharlie sorry charlie she gets to go to the sound check as well,0,13,7,73,2,1,0,4.615384615384615
bleh my picture wont change ohh well hahha bout to watch the notebook with pro,1,15,4,93,9,1,0,5.2
says cant figure out how to share a photo httpplurkcompztb,0,10,4,69,8,0,0,5.9
therealtsai heyy muffin,1,3,0,26,2,1,0,7.666666666666667
is working on the new built for sin store then off for chinese with don nom nom,1,18,7,83,2,0,0,3.611111111111111
pegelcape ya kuilbuttotally awesomewas amazed by the templecultureambiencetruly amazing,1,11,2,116,10,0,0,9.545454545454545
johnlloydtaylor its probably because their beloved penguins are being murdered by our fantastic,1,14,6,107,2,1,0,6.642857142857143
upstatemomof ooh you are a good mom,1,7,3,39,2,1,0,4.571428571428571
aghneeya apparently i cant call you marsh im out of you know why is there sumthin you wanna tell me hahah miss you too,0,25,11,130,5,1,0,4.2
anybody know some single djz,1,6,1,32,2,0,0,4.333333333333333
trishvicius,0,1,0,14,1,1,0,13.0
my first in algebra ever oh happy day maybe i will actually do ok on my exam tommorow please wish me luck,1,22,8,114,5,0,0,4.181818181818182
says no one and nothing can ease the pain inside me httpplurkcompxxvii,0,12,0,78,7,0,0,5.5
cleaning ew,0,2,0,14,2,0,0,6.0
mattlauzon welcome to twitter its a fun place,1,8,2,50,3,1,0,5.125
pm is early for me especially in vegas i wont be back in my room till about ish i need at least hrs sleep not tonight,0,27,12,135,5,0,0,4.0
cindicupcaking lol youre funny so where are your pics from ny,1,13,4,79,8,1,0,4.923076923076923
ameliacaye i think youre so in love congrats amelia oh your bf lives in paris awesome are you comming one day to mexico,1,23,8,128,8,1,0,4.565217391304348
quotrate limit exceededquot,0,3,0,32,4,0,0,9.666666666666666
,0,7,0,73,11,1,0,9.428571428571429
nonn good morning to you yes am trying to get myself together hopefully lift my with some nice tunes xx,1,22,10,123,3,1,0,4.590909090909091
homebased job were looking for content writers any takers httpplurkcompxgrw,1,11,2,87,9,0,0,6.909090909090909
kristycurtis i know tomorrow is the dateyou could totally awayyou and lil beau,1,14,3,96,11,1,0,5.785714285714286
rbaii oh my bad i guess i didnt get that message because i just got the quotlogging offquot message,0,20,6,117,16,1,0,4.85
brianabibbo see lauren thats soo cool,1,10,1,55,4,1,0,4.5
tnspacelady mary told me got home snork just kidding mine is the one with the white in his hair,1,21,9,122,11,1,0,4.666666666666667
annna glad to know that the ad display problem was due to a firewall config at yr office,1,19,8,99,3,1,0,4.2105263157894735
is completely in love with his blackberry he hopes that you know this now httppingfmealvr,1,15,7,99,9,0,0,5.6
rbattams survey out months ago so unless you had one back then i hear the have got them now,1,22,11,114,3,1,0,4.136363636363637
slychartrand awe poor thing its a good day to get better hope it continues,1,14,4,86,11,1,0,5.142857142857143
baconvodka alternate name for a quotbacon maryquot a quotbloody piggyquot i have to give my boyfriend credit for that idea,1,21,9,142,18,1,0,5.761904761904762
cmariex hahah cos my friends lizzie and laura love him and their me along too hahah,1,17,8,93,1,1,0,4.470588235294118
onlyonel that sucks sorry,0,4,0,30,3,1,0,6.25
to the person im stalking you know who you are stop being so fake already be real,0,17,7,86,4,0,0,4.0588235294117645
aubreyoday john great song just it on the piano,1,11,3,69,6,1,0,5.2727272727272725
i miss being excited about the first day of school i especially miss shopping for school supplies and about notetaking,0,21,8,132,3,0,0,5.285714285714286
jimsantana you too jim thx fir saying something so nice,1,10,4,59,3,1,0,4.9
is transferring pixelapnea on another host,1,6,3,43,0,0,0,6.166666666666667
headaches suck especially when you cant them to go away and damn itall the motivation i had for today went out the window,0,23,11,130,8,0,0,4.6521739130434785
sewfrantastic heh hi yeah i know i should go to bed right this moment lol,1,15,3,77,3,1,0,4.133333333333334
mrudulas hey thanks,1,3,0,23,3,1,0,6.666666666666667
miis u bby so much i miis talking on the phone miles and miles the hours i lovee u together forever remember always love u,0,27,10,136,1,0,0,4.037037037037037
kiwibeck so its a jbj night on my ipod and i am loving it,1,14,5,61,3,1,0,3.357142857142857
beanbeanfox thanks bean,0,3,0,26,2,1,0,7.666666666666667
gonna start the real job hunt pretty soonwhat a great time to be have a degree,0,17,6,91,3,0,0,4.352941176470588
tommcfly toooooooooom thanks to make yesterday the bestest day of my life u were so spend ur day off here in rio xx,1,27,5,136,6,1,0,4.037037037037037
aerynblack kip said its impossible to tip those and that hes even tried not that id mind if it did i like swimming,1,24,8,136,11,1,0,4.666666666666667
man i think dan is going to make me see campesinos in august,0,14,6,68,3,0,0,3.857142857142857
jonnypaula where has your video gone i never got ot watch it,0,12,6,63,2,1,0,4.25
krisallenmusic httptwitpiccomgz awwwwwn how cute,1,6,1,62,9,1,0,9.333333333333334
cathrynmarie at ur cosigninglol niceif theyre cute n sexy lol outta shape ones no go lmao,1,21,1,123,15,1,0,4.857142857142857
meintwitter i was just teasing you i didnt think that joke was that funny but quotyouquot didnt make it up anyway now did you,1,24,12,137,10,1,0,4.666666666666667
raekwonicewater i dont knowyou tell us,1,6,2,45,6,1,0,6.5
amysav im so tired long hours this week and not been sleeping too great how was the night shift,0,19,9,104,5,1,0,4.421052631578948
electropoof noo dont screw bundaberg i live here,0,8,1,52,3,1,0,5.5
i miss my cuz shes now in afgan and workin on an usa base,0,14,7,59,1,0,0,3.2142857142857144
donniewahlberg any chance you can cheer me up whilst your at it ive the the today cant shake them,0,21,10,115,6,1,0,4.476190476190476
sheabeck ugh i was outside and in a moment of extreme i def spilled on myself,0,18,8,93,3,1,0,4.166666666666667
gabbylove youre right that part did hurt but it doesnt hurt as much as feeling the piercing i just accidently hit it ouch,0,23,10,132,9,1,0,4.739130434782608
leaving in a few to meet some folks at ichibans,1,10,6,49,1,0,0,3.9
one more round of interviews today still trying to find that special kind of person that makes a great camp,1,21,7,120,1,0,0,4.666666666666667
i bed,0,3,0,18,1,0,0,5.0
thankingdceva i havent did any homework night but i did last night and it was alright alot of reading and writing ugh,0,22,10,124,3,1,0,4.636363636363637
my back hurtssssssssss eeeeeekkk massage,0,7,0,51,6,0,0,6.0
msrobynelaine ugh still having the contractions its almost over chica,0,10,4,79,8,1,0,6.8
acash hang in there we are almost dun,1,8,4,43,2,1,0,4.375
just got home and effin tired congrats to all the friends who graduated college and also high,1,19,8,110,1,0,0,4.684210526315789
for dinner tonight oh oktwist my arm,1,8,2,55,6,0,0,5.75
just saw coollike on the confusedcom advert again on itv,1,10,4,60,2,1,0,5.0
i dont think shes gonna do it,0,7,2,32,2,0,0,3.5714285714285716
govts not getting the web digitalbritain sigh,0,7,0,49,3,0,1,6.0
mrsnickj hopefully quick lol,1,4,0,33,2,1,0,7.25
strawberries and higgggggggggggghhh awoopwooppp,1,9,1,95,2,0,0,9.555555555555555
,1,8,2,84,7,0,0,9.375
theellenshow wow thats so sweet how are you ellen,1,9,4,56,5,1,0,5.111111111111111
my wife is trying a new recipe from a on how to sneak veggies into your kids we will just see how smart these kids are,1,28,14,138,2,0,0,3.857142857142857
just got back from gymnastics summer,1,7,3,42,1,0,0,4.857142857142857
going to work for the first time in a year and a half,1,13,8,55,0,0,0,3.1538461538461537
rubymaree lol you so hard ruby in case you missed my tweet txt your home number to me i get cheap calls,1,24,9,123,4,1,0,4.125
tauerperfumes great sneak preview me like much,1,7,2,49,2,1,0,6.0
lohuggs boooooo no is that for shediac,0,7,3,44,3,1,0,5.285714285714286
wow i miss a lot when im gone an entire day oh well,1,13,3,56,4,0,0,3.3076923076923075
half day at school today and tomorrow home early tomorrow last day my friends are getting so many hugs,0,19,6,106,3,0,0,4.578947368421052
xxfedxx sorry to hear that will you be able to go down,0,12,6,57,2,1,0,3.75
aaaand im crying marley and me is the saddest movie ever makes me miss my puppy,0,17,5,89,2,0,0,4.176470588235294
pinkmeringue no alcohol hehe jk good luck on your writing,1,10,2,63,5,1,0,5.3
i feel like shit and i really dont want to be at work right now,0,15,7,64,0,0,0,3.2666666666666666
heading to london tomorrow and back home on friday just the sound of it makes me tired damn why cant i stay the whole weekend,0,25,12,129,3,0,0,4.16
overheardatmoo got my moo stickers on saturday theyre so pretty i hardly want to use them,1,16,4,94,4,1,0,4.875
bethanie niiiiiiiiice id give it a shot if i could find for b,0,14,6,80,5,1,0,4.642857142857143
yah i dont think i could ever sit there and watch anyone play it it looks so boring just jumping around,0,21,11,105,1,0,0,4.0
i have a list of things to do today is it likely ill get them all done,1,17,9,75,3,0,0,3.3529411764705883
djclichedarknes i havent had a good homemade flour in ages,0,11,3,71,3,1,0,5.454545454545454
jayhmt im just special like that you know,1,8,2,46,4,1,0,4.75
testing awesome new tools for a much more bmycharity,1,13,4,82,1,0,0,5.3076923076923075
clean up and moving prep day sweet please distract me,0,10,4,57,3,0,0,4.7
jamaicasbestabouttohead into my class you know is knowledge is power,1,13,3,99,3,0,0,6.615384615384615
theuniques do you any release windows for the next couple issues no pressure just askin,1,16,6,102,4,1,0,5.375
chipbuddy not great news the la put all their money in the icelandic banks so it looks like theyll not be able to our choice,0,27,12,135,4,1,0,4.0
just got done posting a new blog entry httpkayleelovecomblog going to watch john kate on dvr then go sleep,1,22,7,125,10,0,0,4.681818181818182
sal dont be sad i love you,0,7,2,31,2,1,0,3.4285714285714284
happy birthday harry and out for watching terminator,1,12,3,74,6,0,0,5.166666666666667
danixdead,0,1,0,11,1,1,0,10.0
thats awesome it should be a great show i wont too sore for it,1,14,5,68,5,0,0,3.857142857142857
i need tea then i think ill take a walk and or run yey for healthy day,1,17,7,76,5,0,0,3.4705882352941178
i could cry at how nice voice sounds on radio one l,1,13,6,61,2,0,0,3.6923076923076925
kelsielove l i mean i you,0,7,3,35,3,1,0,4.0
aaaahhhhh what a day can i myself in the eye now time to workout,1,15,5,81,11,0,0,4.4
,0,1,0,11,0,0,0,10.0
i had the most amazing dream im so sad my alarm clock ruined it,0,14,6,65,1,0,0,3.642857142857143
jackson pitched with no era sweet,1,8,2,46,2,0,0,4.75
johnboyy ok later first i have to get the courage up to put it on and go to the beach lil sis is showing me her new clothes now,1,29,18,132,3,1,0,3.5172413793103448
lvnbutterfly and ive been getting with miss acceptance as in okay i welcome you with all my heart,1,20,6,122,7,1,0,5.1
i really should start cooking dinner earlier instead of waiting to actually feel hungry planning i believe its called,0,19,4,122,4,0,0,5.421052631578948
ichatrililili thx b say,1,12,1,66,1,1,0,4.416666666666667
is waiting for izzy to get out of class then its off to izzys banquet and old town pasadena with the sister,1,22,12,111,3,0,0,4.045454545454546
youre until you are talked about haha gossip girl i love it,1,15,3,79,8,0,0,4.133333333333334
tommcfly yes you should,1,4,1,27,3,1,0,5.75
happyzine love what youre doing great concept signed up for the newsletter today,1,13,5,84,3,1,0,5.461538461538462
oh god just realised i am in all day tomorrow i will be shattered they have some crazy kids in there,0,22,11,112,3,0,0,4.090909090909091
heycassadee awwthat sucks,0,3,0,33,6,1,0,9.666666666666666
thebrandicyrus well i dont know what prison break is but im with you in not understanding whats up with lost i like ncis,1,23,9,127,6,1,0,4.521739130434782
yes it did i am very thankful that,1,11,4,60,8,1,0,4.454545454545454
i like people with their whilst their get busted are literally,1,15,4,117,2,0,0,6.8
i il go shower and cool down damn camera i hate you,0,13,5,58,1,0,0,3.4615384615384617
faster come the weather is so fucking hot and my finger is so pain stupid oven or is it me haha httptweetsg,0,24,10,124,10,0,0,4.125
exhausted i smell sweet potatoes,0,5,0,37,4,0,0,6.4
at the park w some buddies its so nice out,1,10,4,45,2,0,0,3.5
mglickman that reminds me of a bit stern did back in the day about eating a lot i wish i could find it on the net,0,28,16,131,3,1,0,3.642857142857143
sfgirl yup not as often anymore though he usually just drives out,0,12,6,70,2,1,0,4.833333333333333
on the home and i dont feel like it but i got fucking work at noon blaghh,0,18,6,82,2,0,0,3.5555555555555554
shit i better goi dont wanna go work,0,9,2,44,5,0,0,3.888888888888889
still at the recital damn lost last night,0,9,3,49,1,0,0,4.333333333333333
endinha httptwitpiccomgj tomm i want to wish you good luck at the finish show god bless you and come back always to brazi,0,25,10,138,11,1,0,4.52
a kitty im friends with in my apartment complex has been abandoned by his owner,0,15,7,82,2,0,0,4.466666666666667
lastpendoor i dunno if we can hang tomorrow i gots an ortho then visiting my uncle ill be back at like ish,0,23,11,126,11,1,0,4.478260869565218
anoopdoggdesai anoopdoggdesai awe arent you having fun hanging out with the other idols,0,13,5,93,5,2,0,6.153846153846154
i wish all chocolate bars were like,1,8,2,45,0,0,0,4.625
earthxplorer think positive going to be an easy season here,1,11,3,66,4,1,0,4.909090909090909
nickcarter lmao i guess its only friday my bad,1,9,2,51,4,1,0,4.666666666666667
why arent the results up yet theyre supposed to have been published at pm cet httptrimniom eu eu,0,18,6,113,10,0,2,5.277777777777778
trobo yep just gotta move furniture tomorrow but the boxes are all done cleaning tomorrow too,0,17,7,99,3,1,0,4.823529411764706
says just peekingim home now but i gotta cook dinner httpplurkcompat,1,11,4,84,10,0,0,6.545454545454546
for the first time in years i honestly am dreading going to school,0,14,6,70,0,0,0,4.0
homework,0,1,0,9,0,0,0,8.0
kimleebanks same thing happened to me now i just up,0,10,6,53,1,1,0,4.3
im neglecting myspace and having an with twitter,0,9,3,57,1,0,0,5.333333333333333
ashfox thanx the followsaturday sooo sweet,1,8,1,53,5,1,1,5.625
skrilldilly how is cutting your braids off a trend braids are just must of a trend remember no idea is original,1,21,12,117,4,1,0,4.523809523809524
mango i left my husband major drama so ill be single for the summer tour,1,15,4,82,5,1,0,4.4
stephaniefierce no i havent seen it yet,0,7,2,43,3,1,0,5.142857142857143
allievalder i read it and loved it im gonna try to post tonight or tomorrow,1,15,4,84,6,1,0,4.6
wants a,0,3,1,15,0,0,0,4.0
spoonerist yeah i was there but good stuff,1,9,4,55,2,1,0,5.0
announcerjustin hope it all goes well,1,7,3,41,2,1,0,4.857142857142857
wow didnt really expect to hear that news today its the germans fault not fair,0,16,4,101,7,0,0,5.3125
spring cleaning i know a little late but better late then never,1,15,2,80,13,0,0,4.333333333333333
butterbeanuk ahh i know but i usually dont have my son on a sunday and this week i do so drinking on hold,0,23,13,107,1,1,0,3.652173913043478
wtf air france flight disappeared from radar that sucks,0,9,1,62,4,0,0,5.666666666666667
yazeez its good but google chrome is better the annoying thing about safari is the tabs and you cant closed tabs,0,22,9,126,6,1,0,4.7272727272727275
,1,10,1,73,8,0,0,6.3
farbad lol i miss them too dc for life hehe,0,10,4,47,2,1,0,3.7
the season is over good luck to the magic in the finals,0,12,6,56,0,0,0,3.6666666666666665
maaaan i dont trust this hotel im out here alone estimated time min i hope the come sooner,0,22,4,123,11,0,0,4.590909090909091
i cant sleep and being comp neglected,0,7,3,38,0,0,0,4.428571428571429
waking up from a nightmare,0,5,3,27,0,0,0,4.4
this thing too sounds so s but i mean you dont even have an internet connection man,1,18,6,100,8,1,0,4.555555555555555
canongoddess i can totally relate i was the same way with the first book i thought i was the only one to get cranky when interrupted,1,27,14,138,4,1,0,4.111111111111111
here playing with jessejelly and sam,1,7,2,46,2,0,0,5.571428571428571
json in c yay what fun should be coming to boostserialization soon but i need it now,0,18,7,107,8,0,0,4.944444444444445
ddlovato why dont u write then to us i writing u everyday till i got twitter fromand nothing love u demiiixx,0,23,6,117,6,1,0,4.086956521739131
hapagirl ooh sorry lol buuut i think find it funny,1,11,2,59,2,1,0,4.363636363636363
hellenaa although if i used my middle name huw id be huva,1,12,5,62,4,1,0,4.166666666666667
i ate something i dont know what it is why do i keep telling things about food,0,17,5,84,4,0,0,3.8823529411764706
dinner tonight with the family still waiting on blair to get home flight delayed for hrs,0,17,6,96,3,0,0,4.529411764705882
come on friends i need help i dont know what to do,0,13,4,60,1,0,0,3.6153846153846154
chantellepaige can you grab bill for me while youre out grabbing ppl,1,12,6,71,2,1,0,4.916666666666667
thisisfamst k done,1,3,1,22,2,1,0,6.333333333333333
becjee oh and holding them down and forcing them to listen to howls moving castle with pseudowelsh accents,1,18,7,112,5,1,0,5.222222222222222
just sent out my goodbye email,0,6,3,31,0,0,0,4.166666666666667
it seems all we talk about its tom and chantelle i really want to hear from billgeorg and,0,19,9,101,4,0,0,4.315789473684211
good morning out there looking dayovercast no sun yet its my moms birthday so there will be fun times tonight,0,21,7,134,15,0,0,5.238095238095238
new post comment httpnazikischerylblogspotcom,1,4,0,52,6,0,0,12.0
to school bout to fail his finals,0,8,3,41,0,0,0,4.125
yvonne left house is going to be in shambles now without her,0,12,6,62,1,0,0,4.166666666666667
